Other Pipeline,"Petroleum Pump System Operators, Refinery Operators, and Gaugers","2,370","Heavy and Tractor-Trailer Truck Drivers","740","Industrial Machinery Mechanics","400","General and Operations Managers","340","Control and Valve Installers and Repairers, Except Mechanical Door","310","First-Line Supervisors of Production and Operating Workers","290","Project Management Specialists","140","Accountants and Auditors","140","Business Operations Specialists, All Other","110","Pump Operators, Except Wellhead Pumpers","110",
Pipeline Transportation,"Gas Plant Operators","3,530","Petroleum Pump System Operators, Refinery Operators, and Gaugers","3,070","Industrial Machinery Mechanics","2,980","General and Operations Managers","1,380","Gas Compressor and Gas Pumping Station Operators","960","Plumbers, Pipefitters, and Steamfitters","950","First-Line Supervisors of Production and Operating Workers","890","Dispatchers, Except Police, Fire, and Ambulance","840","Petroleum Engineers","830","Accountants and Auditors","710",
Pipeline Transportation,"Petroleum Pump System Operators, Refinery Operators, and Gaugers","2,580","Heavy and Tractor-Trailer Truck Drivers","1,200","Pump Operators, Except Wellhead Pumpers","960","General and Operations Managers","620","First-Line Supervisors of Production and Operating Workers","430","Inspectors, Testers, Sorters, Samplers, and Weighers","330","Industrial Machinery Mechanics","330","Project Management Specialists","280","Petroleum Engineers","220","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","210",
Other Transit,"Shuttle Drivers and Chauffeurs","46,530","Bus Drivers, Transit and Intercity","7,520","Dispatchers, Except Police, Fire, and Ambulance","4,910","Heavy and Tractor-Trailer Truck Drivers","4,430","Bus Drivers, School","3,860","General and Operations Managers","2,580","Customer Service Representatives","2,540","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","2,410","Office Clerks, General","1,690","Light Truck Drivers","1,390",
Charter Bus,"Bus Drivers, Transit and Intercity","10,020","Bus and Truck Mechanics and Diesel Engine Specialists","1,270","Bus Drivers, School","1,110","Cleaners of Vehicles and Equipment","840","Shuttle Drivers and Chauffeurs","810","Heavy and Tractor-Trailer Truck Drivers","770","General and Operations Managers","740","Office Clerks, General","670","Dispatchers, Except Police, Fire, and Ambulance","440","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","340",
School and,"Bus Drivers, School","125,740","School Bus Monitors","24,020","Shuttle Drivers and Chauffeurs","12,810","Bus and Truck Mechanics and Diesel Engine Specialists","5,740","Bus Drivers, Transit and Intercity","2,830","Dispatchers, Except Police, Fire, and Ambulance","2,540","General and Operations Managers","1,890","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","1,860","Office Clerks, General","1,570","Light Truck Drivers","1,280",
Taxi and,"Shuttle Drivers and Chauffeurs","23,520","Taxi Drivers","11,670","Dispatchers, Except Police, Fire, and Ambulance","4,520","General and Operations Managers","2,300","Office Clerks, General","1,440","Automotive Service Technicians and Mechanics","1,220","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","1,070","Bookkeeping, Accounting, and Auditing Clerks","740","First-Line Supervisors of Office and Administrative Support Workers","730","Cleaners of Vehicles and Equipment","610",
Interurban and,"Bus Drivers, Transit and Intercity","6,910","Bus and Truck Mechanics and Diesel Engine Specialists","1,110","Shuttle Drivers and Chauffeurs","940","Reservation and Transportation Ticket Agents and Travel Clerks","770","Dispatchers, Except Police, Fire, and Ambulance","450","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","440","Cleaners of Vehicles and Equipment","380","General and Operations Managers","340","Customer Service Representatives","200","Bookkeeping, Accounting, and Auditing Clerks","160",
Urban Transit,"Bus Drivers, Transit and Intercity","21,800","Bus and Truck Mechanics and Diesel Engine Specialists","2,280","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","1,460","Dispatchers, Except Police, Fire, and Ambulance","1,390","Bus Drivers, School","1,340","Shuttle Drivers and Chauffeurs","1,210","Heavy and Tractor-Trailer Truck Drivers","1,150","Cleaners of Vehicles and Equipment","810","Maintenance and Repair Workers, General","710","Subway and Streetcar Operators","570",
Truck Transportation,"Heavy and Tractor-Trailer Truck Drivers","897,370","Laborers and Freight, Stock, and Material Movers, Hand","109,960","Light Truck Drivers","62,620","Bus and Truck Mechanics and Diesel Engine Specialists","57,590","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","44,850","General and Operations Managers","40,670","Dispatchers, Except Police, Fire, and Ambulance","40,670","Office Clerks, General","37,870","Bookkeeping, Accounting, and Auditing Clerks","22,970","Industrial Truck and Tractor Operators","20,760",
Inland Water,"Captains, Mates, and Pilots of Water Vessels","8,410","Sailors and Marine Oilers","6,790","Ship Engineers","1,450","Tank Car, Truck, and Ship Loaders","1,140","General and Operations Managers","600","Transportation Workers, All Other","520","Transportation, Storage, and Distribution Managers","490","Laborers and Freight, Stock, and Material Movers, Hand","480","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","380","Bus and Truck Mechanics and Diesel Engine Specialists","370",
Deep Sea,"Captains, Mates, and Pilots of Water Vessels","4,850","Sailors and Marine Oilers","4,270","Ship Engineers","2,330","Travel Agents","1,950","Heavy and Tractor-Trailer Truck Drivers","1,630","Transportation, Storage, and Distribution Managers","1,360","General and Operations Managers","1,340","Laborers and Freight, Stock, and Material Movers, Hand","960","Passenger Attendants","800","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","730",
Rail Transportation,"Railroad Conductors and Yardmasters","35,070","Locomotive Engineers","34,080","Railroad Brake, Signal, and Switch Operators and Locomotive Firers","11,700","Rail-Track Laying and Maintenance Equipment Operators","11,530","Rail Car Repairers","9,840","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","5,450","Signal and Track Switch Repairers","4,890","First-Line Supervisors of Mechanics, Installers, and Repairers","4,480","First-Line Supervisors of Construction Trades and Extraction Workers","4,120","Electrical and Electronics Installers and Repairers, Transportation Equipment","4,030",
Nonscheduled Air,"Commercial Pilots","19,600","Aircraft Mechanics and Service Technicians","6,640","General and Operations Managers","1,570","Customer Service Representatives","1,510","Flight Attendants","1,500","Airline Pilots, Copilots, and Flight Engineers","1,320","First-Line Supervisors of Mechanics, Installers, and Repairers","1,050","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","980","Laborers and Freight, Stock, and Material Movers, Hand","880","Bookkeeping, Accounting, and Auditing Clerks","870",
Scheduled Air,"Flight Attendants","104,510","Airline Pilots, Copilots, and Flight Engineers","75,960","Reservation and Transportation Ticket Agents and Travel Clerks","74,900","Laborers and Freight, Stock, and Material Movers, Hand","50,050","Aircraft Mechanics and Service Technicians","25,150","Industrial Truck and Tractor Operators","18,680","Customer Service Representatives","13,480","First-Line Supervisors of Office and Administrative Support Workers","9,170","Cargo and Freight Agents","8,000","Stockers and Order Fillers","3,940",
Other Miscellaneous,"Retail Salespersons","117,540","Animal Caretakers","43,730","Cashiers","41,100","First-Line Supervisors of Retail Sales Workers","28,730","General and Operations Managers","27,150","Customer Service Representatives","27,080","Stockers and Order Fillers","14,660","Shipping, Receiving, and Inventory Clerks","12,970","Laborers and Freight, Stock, and Material Movers, Hand","10,920","Office Clerks, General","7,060",
Florists,"Floral Designers","29,290","Retail Salespersons","9,240","Light Truck Drivers","8,420","General and Operations Managers","2,680","Driver/Sales Workers","2,470","Office Clerks, General","1,360","Laborers and Freight, Stock, and Material Movers, Hand","1,290","Cashiers","1,150","Customer Service Representatives","1,130","Bookkeeping, Accounting, and Auditing Clerks","1,030",
Book Retailers,"Retail Salespersons","38,470","First-Line Supervisors of Retail Sales Workers","6,260","Fast Food and Counter Workers","5,960","Cashiers","4,900","General and Operations Managers","3,260","Shipping, Receiving, and Inventory Clerks","1,490","Buyers and Purchasing Agents","1,350","Stockers and Order Fillers","1,340","Customer Service Representatives","1,160","Order Clerks","1,010",
Sporting Goods,"Retail Salespersons","245,440","Cashiers","43,110","First-Line Supervisors of Retail Sales Workers","35,870","General and Operations Managers","20,200","Stockers and Order Fillers","18,700","Shipping, Receiving, and Inventory Clerks","12,070","Bicycle Repairers","11,840","Customer Service Representatives","11,650","Self-Enrichment Teachers","7,260","Office Clerks, General","6,590",
Miscellaneous Store,"Retail Salespersons","152,780","Cashiers","53,210","First-Line Supervisors of Retail Sales Workers","34,950","Stockers and Order Fillers","23,240","Laborers and Freight, Stock, and Material Movers, Hand","17,920","General and Operations Managers","17,530","Customer Service Representatives","11,300","Shipping, Receiving, and Inventory Clerks","9,000","Office Clerks, General","4,590","Light Truck Drivers","4,310",
Jewelry,"Retail Salespersons","64,630","Jewelers and Precious Stone and Metal Workers","12,470","First-Line Supervisors of Retail Sales Workers","10,380","General and Operations Managers","10,110","Office Clerks, General","3,180","Bookkeeping, Accounting, and Auditing Clerks","2,600","Sales Managers","1,790","Customer Service Representatives","1,790","Bill and Account Collectors","1,620","Watch and Clock Repairers","1,230",
Shoe Retailers,"Retail Salespersons","119,560","First-Line Supervisors of Retail Sales Workers","25,020","Cashiers","6,850","Sales Managers","5,420","General and Operations Managers","5,070","Stockers and Order Fillers","4,170","Bookkeeping, Accounting, and Auditing Clerks","610","Shipping, Receiving, and Inventory Clerks","510","Customer Service Representatives","470","Shoe and Leather Workers and Repairers","440",
Clothing and,"Retail Salespersons","460,390","First-Line Supervisors of Retail Sales Workers","87,560","Cashiers","83,480","General and Operations Managers","34,990","Stockers and Order Fillers","30,370","Shipping, Receiving, and Inventory Clerks","17,500","Customer Service Representatives","14,870","Laborers and Freight, Stock, and Material Movers, Hand","8,250","Sales Managers","6,860","Office Clerks, General","6,750",
Fuel Dealers,"Heavy and Tractor-Trailer Truck Drivers","17,810","Heating, Air Conditioning, and Refrigeration Mechanics and Installers","9,100","Customer Service Representatives","5,670","Driver/Sales Workers","4,960","General and Operations Managers","4,060","Office Clerks, General","3,390","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","1,870","Bookkeeping, Accounting, and Auditing Clerks","1,840","First-Line Supervisors of Office and Administrative Support Workers","1,690","Light Truck Drivers","1,600",
Gasoline Stations,"Cashiers","607,580","First-Line Supervisors of Retail Sales Workers","97,200","Fast Food and Counter Workers","43,570","General and Operations Managers","33,730","Food Preparation Workers","17,310","Automotive and Watercraft Service Attendants","17,010","Stockers and Order Fillers","14,140","Retail Salespersons","11,610","Automotive Service Technicians and Mechanics","10,360","First-Line Supervisors of Food Preparation and Serving Workers","6,930",
Health and,"Pharmacy Technicians","239,470","Cashiers","188,960","Retail Salespersons","162,860","Pharmacists","139,030","First-Line Supervisors of Retail Sales Workers","49,290","General and Operations Managers","42,400","Pharmacy Aides","28,580","Customer Service Representatives","27,450","Stockers and Order Fillers","20,050","Opticians, Dispensing","16,940",
General Merchandise,"Stockers and Order Fillers","859,250","Retail Salespersons","643,230","Cashiers","587,360","Customer Service Representatives","213,490","First-Line Supervisors of Retail Sales Workers","200,360","Laborers and Freight, Stock, and Material Movers, Hand","74,900","Janitors and Cleaners, Except Maids and Housekeeping Cleaners","45,360","Pharmacy Technicians","41,380","First-Line Supervisors of Office and Administrative Support Workers","41,260","Packers and Packagers, Hand","39,140",
Electronics and,"Retail Salespersons","146,190","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","68,080","First-Line Supervisors of Retail Sales Workers","28,090","Shipping, Receiving, and Inventory Clerks","25,700","Computer, Automated Teller, and Office Machine Repairers","23,450","First-Line Supervisors of Non-Retail Sales Workers","17,980","General and Operations Managers","13,490","Customer Service Representatives","11,620","Light Truck Drivers","8,810","Stockers and Order Fillers","8,380",
Furniture and,"Retail Salespersons","155,300","Cashiers","43,830","Laborers and Freight, Stock, and Material Movers, Hand","25,970","First-Line Supervisors of Retail Sales Workers","25,300","Stockers and Order Fillers","21,270","General and Operations Managers","20,190","Light Truck Drivers","18,190","Customer Service Representatives","13,640","Office Clerks, General","12,480","Interior Designers","8,610",
Beer,"Cashiers","72,990","Retail Salespersons","37,610","First-Line Supervisors of Retail Sales Workers","18,920","Stockers and Order Fillers","12,030","General and Operations Managers","9,800","Office Clerks, General","2,190","Bookkeeping, Accounting, and Auditing Clerks","1,570","Fast Food and Counter Workers","1,500","Laborers and Freight, Stock, and Material Movers, Hand","1,380","Customer Service Representatives","1,130",
Food and,"Cashiers","813,550","Stockers and Order Fillers","644,650","Food Preparation Workers","174,920","First-Line Supervisors of Retail Sales Workers","147,120","Fast Food and Counter Workers","111,100","Customer Service Representatives","107,850","Retail Salespersons","102,550","Butchers and Meat Cutters","100,200","Packers and Packagers, Hand","99,370","General and Operations Managers","55,310",
Lawn and,"Retail Salespersons","64,390","Farmworkers and Laborers, Crop, Nursery, and Greenhouse","16,100","Cashiers","12,460","Laborers and Freight, Stock, and Material Movers, Hand","11,700","First-Line Supervisors of Retail Sales Workers","9,410","General and Operations Managers","9,000","Outdoor Power Equipment and Other Small Engine Mechanics","8,000","Landscaping and Groundskeeping Workers","7,890","Light Truck Drivers","4,300","Office Clerks, General","3,840",
Building Material,"Retail Salespersons","435,340","Cashiers","149,310","Stockers and Order Fillers","121,320","First-Line Supervisors of Retail Sales Workers","78,070","Laborers and Freight, Stock, and Material Movers, Hand","57,340","Merchandise Displayers and Window Trimmers","55,170","Customer Service Representatives","43,680","General and Operations Managers","31,010","Shipping, Receiving, and Inventory Clerks","24,670","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","22,660",
Automotive Parts,"Parts Salespersons","113,110","Tire Repairers and Changers","69,790","Light Truck Drivers","68,390","Automotive Service Technicians and Mechanics","51,430","Retail Salespersons","50,500","First-Line Supervisors of Retail Sales Workers","40,770","General and Operations Managers","23,980","First-Line Supervisors of Mechanics, Installers, and Repairers","13,460","Laborers and Freight, Stock, and Material Movers, Hand","11,700","Stockers and Order Fillers","11,000",
Other Motor,"Retail Salespersons","31,520","Recreational Vehicle Service Technicians","12,690","Motorcycle Mechanics","12,570","Parts Salespersons","11,860","Motorboat Mechanics and Service Technicians","9,510","General and Operations Managers","8,770","First-Line Supervisors of Retail Sales Workers","6,520","Cleaners of Vehicles and Equipment","6,370","Office Clerks, General","6,280","First-Line Supervisors of Mechanics, Installers, and Repairers","5,880",
Automobile Dealers,"Automotive Service Technicians and Mechanics","250,680","Retail Salespersons","237,760","Cleaners of Vehicles and Equipment","74,650","Parts Salespersons","55,400","First-Line Supervisors of Retail Sales Workers","45,370","Counter and Rental Clerks","43,770","Customer Service Representatives","41,270","General and Operations Managers","34,700","Office Clerks, General","32,710","First-Line Supervisors of Mechanics, Installers, and Repairers","29,770",
Wholesale Trade,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","137,390","General and Operations Managers","30,470","Customer Service Representatives","19,880","Sales Managers","18,490","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","17,530","Laborers and Freight, Stock, and Material Movers, Hand","16,050","Office Clerks, General","15,290","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","12,020","Bookkeeping, Accounting, and Auditing Clerks","11,270","Software Developers","9,530",
Farm Product,"Laborers and Freight, Stock, and Material Movers, Hand","8,570","Farmworkers, Farm, Ranch, and Aquacultural Animals","6,140","Heavy and Tractor-Trailer Truck Drivers","5,350","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","4,640","General and Operations Managers","4,440","Office Clerks, General","3,580","Conveyor Operators and Tenders","2,880","Farmworkers and Laborers, Crop, Nursery, and Greenhouse","2,050","Bookkeeping, Accounting, and Auditing Clerks","1,930","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","1,790",
Apparel,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","17,740","Laborers and Freight, Stock, and Material Movers, Hand","10,470","Stockers and Order Fillers","10,270","Fashion Designers","7,410","General and Operations Managers","6,920","Customer Service Representatives","6,260","Shipping, Receiving, and Inventory Clerks","6,070","Retail Salespersons","4,540","Sewing Machine Operators","3,290","Bookkeeping, Accounting, and Auditing Clerks","3,210",
Merchant Wholesalers,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","63,060","Heavy and Tractor-Trailer Truck Drivers","52,930","Laborers and Freight, Stock, and Material Movers, Hand","44,490","Stockers and Order Fillers","29,230","General and Operations Managers","27,110","Light Truck Drivers","19,330","Customer Service Representatives","17,830","Office Clerks, General","16,500","Bookkeeping, Accounting, and Auditing Clerks","16,100","Farmworkers and Laborers, Crop, Nursery, and Greenhouse","14,710",
Merchant Wholesalers,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","41,050","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","39,290","General and Operations Managers","19,780","Laborers and Freight, Stock, and Material Movers, Hand","18,040","Stockers and Order Fillers","15,200","Customer Service Representatives","13,620","Sales Managers","11,440","Pharmacy Technicians","10,420","Heavy and Tractor-Trailer Truck Drivers","10,340","Shipping, Receiving, and Inventory Clerks","9,680",
Merchant Wholesalers,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","128,150","Heavy and Tractor-Trailer Truck Drivers","99,680","Stockers and Order Fillers","91,520","Laborers and Freight, Stock, and Material Movers, Hand","80,830","Driver/Sales Workers","74,320","Merchandise Displayers and Window Trimmers","41,940","Light Truck Drivers","35,610","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","26,740","Industrial Truck and Tractor Operators","24,150","General and Operations Managers","22,600",
Machinery,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","107,380","Mobile Heavy Equipment Mechanics, Except Engines","42,030","Industrial Machinery Mechanics","38,620","General and Operations Managers","37,880","Farm Equipment Mechanics and Service Technicians","24,630","Laborers and Freight, Stock, and Material Movers, Hand","24,070","Parts Salespersons","23,120","Customer Service Representatives","22,200","Office Clerks, General","20,680","Bookkeeping, Accounting, and Auditing Clerks","18,070",
Professional and,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","68,830","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","54,220","Customer Service Representatives","39,580","General and Operations Managers","28,470","Software Developers","25,820","Computer User Support Specialists","25,440","Medical Equipment Repairers","24,070","Computer, Automated Teller, and Office Machine Repairers","22,340","Laborers and Freight, Stock, and Material Movers, Hand","20,880","Stockers and Order Fillers","18,430",
Motor Vehicle,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","30,890","Light Truck Drivers","29,640","Bus and Truck Mechanics and Diesel Engine Specialists","26,110","Parts Salespersons","21,300","Stockers and Order Fillers","21,180","Laborers and Freight, Stock, and Material Movers, Hand","20,570","General and Operations Managers","14,200","Automotive Service Technicians and Mechanics","12,360","Customer Service Representatives","9,790","Shipping, Receiving, and Inventory Clerks","9,440",
Merchant Wholesalers,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","233,290","Laborers and Freight, Stock, and Material Movers, Hand","137,420","General and Operations Managers","75,120","Stockers and Order Fillers","66,250","Heavy and Tractor-Trailer Truck Drivers","62,630","Shipping, Receiving, and Inventory Clerks","41,420","Light Truck Drivers","36,830","Office Clerks, General","35,850","Customer Service Representatives","35,560","Bookkeeping, Accounting, and Auditing Clerks","33,570",
Other Miscellaneous,"Miscellaneous Assemblers and Fabricators","48,050","General and Operations Managers","11,970","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","11,800","First-Line Supervisors of Production and Operating Workers","11,520","Graphic Designers","9,400","Shipping, Receiving, and Inventory Clerks","7,860","Installation, Maintenance, and Repair Workers, All Other","7,200","Customer Service Representatives","6,830","Laborers and Freight, Stock, and Material Movers, Hand","6,630","Jewelers and Precious Stone and Metal Workers","6,340",
Medical Equipment,"Miscellaneous Assemblers and Fabricators","40,750","Dental Laboratory Technicians","29,070","Inspectors, Testers, Sorters, Samplers, and Weighers","14,160","Industrial Engineers","12,280","First-Line Supervisors of Production and Operating Workers","11,770","Medical Appliance Technicians","8,750","Machinists","8,150","General and Operations Managers","7,740","Customer Service Representatives","6,860","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","6,750",
Other Furniture,"Miscellaneous Assemblers and Fabricators","10,630","Sewing Machine Operators","4,020","Laborers and Freight, Stock, and Material Movers, Hand","1,990","First-Line Supervisors of Production and Operating Workers","1,220","Shipping, Receiving, and Inventory Clerks","1,200","Production Workers, All Other","1,040","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","990","General and Operations Managers","810","Customer Service Representatives","720","Upholsterers","700",
Furniture and,"Cabinetmakers and Bench Carpenters","68,860","Miscellaneous Assemblers and Fabricators","36,420","First-Line Supervisors of Production and Operating Workers","14,600","Woodworking Machine Setters, Operators, and Tenders, Except Sawing","14,490","Upholsterers","13,120","Carpenters","10,620","Furniture Finishers","9,860","Laborers and Freight, Stock, and Material Movers, Hand","9,590","General and Operations Managers","8,480","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","8,030",
Other Transportation,"Miscellaneous Assemblers and Fabricators","7,770","Welders, Cutters, Solderers, and Brazers","4,480","Laborers and Freight, Stock, and Material Movers, Hand","1,730","First-Line Supervisors of Production and Operating Workers","1,420","Production Workers, All Other","1,220","Mobile Heavy Equipment Mechanics, Except Engines","1,090","Maintenance and Repair Workers, General","1,010","General and Operations Managers","970","Inspectors, Testers, Sorters, Samplers, and Weighers","900","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","860",
Ship and,"Welders, Cutters, Solderers, and Brazers","14,490","Fiberglass Laminators and Fabricators","10,570","Miscellaneous Assemblers and Fabricators","10,160","First-Line Supervisors of Production and Operating Workers","6,610","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","5,640","Structural Metal Fabricators and Fitters","5,160","Electricians","4,870","Machinists","4,240","Plumbers, Pipefitters, and Steamfitters","3,960","Laborers and Freight, Stock, and Material Movers, Hand","3,290",
Railroad Rolling,"Welders, Cutters, Solderers, and Brazers","2,630","Miscellaneous Assemblers and Fabricators","2,430","First-Line Supervisors of Production and Operating Workers","1,020","Industrial Engineers","990","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","910","Laborers and Freight, Stock, and Material Movers, Hand","830","Inspectors, Testers, Sorters, Samplers, and Weighers","720","Machinists","530","Rail Car Repairers","450","Mechanical Engineers","430",
Aerospace Product,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","27,330","Industrial Engineers","23,360","Inspectors, Testers, Sorters, Samplers, and Weighers","22,280","Software Developers","22,080","Aircraft Mechanics and Service Technicians","21,330","Aerospace Engineers","20,840","Machinists","18,790","Miscellaneous Assemblers and Fabricators","14,260","Computer Numerically Controlled Tool Operators","12,590","Buyers and Purchasing Agents","12,560",
Motor Vehicle,"Miscellaneous Assemblers and Fabricators","126,400","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","30,850","Engine and Other Machine Assemblers","27,830","First-Line Supervisors of Production and Operating Workers","22,860","Inspectors, Testers, Sorters, Samplers, and Weighers","22,350","Laborers and Freight, Stock, and Material Movers, Hand","19,430","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","16,350","Industrial Engineers","15,740","Machinists","15,040","Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","13,510",
Motor Vehicle,"Miscellaneous Assemblers and Fabricators","51,250","Welders, Cutters, Solderers, and Brazers","26,520","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","7,290","First-Line Supervisors of Production and Operating Workers","6,620","Laborers and Freight, Stock, and Material Movers, Hand","3,960","Inspectors, Testers, Sorters, Samplers, and Weighers","3,550","Cabinetmakers and Bench Carpenters","3,040","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","3,020","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","2,980","Shipping, Receiving, and Inventory Clerks","2,760",
Motor Vehicle,"Miscellaneous Assemblers and Fabricators","160,130","Industrial Engineers","7,130","First-Line Supervisors of Production and Operating Workers","6,560","Electricians","5,830","Industrial Machinery Mechanics","4,850","Inspectors, Testers, Sorters, Samplers, and Weighers","4,660","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","4,570","Mechanical Engineers","4,360","Industrial Production Managers","4,130","Laborers and Freight, Stock, and Material Movers, Hand","3,540",
Other Electrical,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","28,960","Miscellaneous Assemblers and Fabricators","16,320","Inspectors, Testers, Sorters, Samplers, and Weighers","5,870","First-Line Supervisors of Production and Operating Workers","5,400","Industrial Engineers","3,830","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","3,590","Laborers and Freight, Stock, and Material Movers, Hand","3,360","Machinists","3,200","General and Operations Managers","3,160","Shipping, Receiving, and Inventory Clerks","3,090",
Electrical Equipment,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","27,420","Miscellaneous Assemblers and Fabricators","11,640","Electrical Engineers","5,200","First-Line Supervisors of Production and Operating Workers","4,640","Inspectors, Testers, Sorters, Samplers, and Weighers","4,630","Machinists","4,010","Coil Winders, Tapers, and Finishers","3,660","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","3,300","Industrial Engineers","3,290","Mechanical Engineers","3,180",
Household Appliance,"Miscellaneous Assemblers and Fabricators","15,430","Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","2,960","Inspectors, Testers, Sorters, Samplers, and Weighers","2,610","Laborers and Freight, Stock, and Material Movers, Hand","2,490","Industrial Truck and Tractor Operators","2,280","Customer Service Representatives","2,280","First-Line Supervisors of Production and Operating Workers","2,040","Industrial Engineers","1,900","Welders, Cutters, Solderers, and Brazers","1,800","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","1,640",
Electric Lighting,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","5,670","Miscellaneous Assemblers and Fabricators","4,570","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","1,740","General and Operations Managers","1,590","First-Line Supervisors of Production and Operating Workers","1,380","Customer Service Representatives","1,170","Shipping, Receiving, and Inventory Clerks","1,130","Laborers and Freight, Stock, and Material Movers, Hand","1,120","Welders, Cutters, Solderers, and Brazers","970","Bookkeeping, Accounting, and Auditing Clerks","820",
Manufacturing and,"Software Developers","730","Packaging and Filling Machine Operators and Tenders","600","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","430","Customer Service Representatives","390","Packers and Packagers, Hand","380","Maintenance and Repair Workers, General","290","Printing Press Operators","290","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","270","Media and Communication Workers, All Other","230","Computer Occupations, All Other","220",
Navigational,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","39,590","Software Developers","36,550","Miscellaneous Assemblers and Fabricators","18,740","Industrial Engineers","16,100","Electrical Engineers","12,180","Mechanical Engineers","11,930","Inspectors, Testers, Sorters, Samplers, and Weighers","10,470","General and Operations Managers","10,060","Architectural and Engineering Managers","9,200","First-Line Supervisors of Production and Operating Workers","8,380",
Semiconductor and,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","55,330","Semiconductor Processing Technicians","21,990","Inspectors, Testers, Sorters, Samplers, and Weighers","17,110","Industrial Engineers","15,650","Software Developers","13,220","Miscellaneous Assemblers and Fabricators","12,380","Electronics Engineers, Except Computer","11,860","Computer Hardware Engineers","11,850","Electrical and Electronic Engineering Technologists and Technicians","11,660","First-Line Supervisors of Production and Operating Workers","10,830",
