Upper Savannah,"Manufacturing & Wholesale","3,320","Transportation & Shipping","3,050","Retail","2,430","Retail","2,350","Food & Beverage","1,940","Retail","1,660","Services","1,530","Manufacturing & Wholesale","1,440","Health & Medical","1,360","Business","1,330",
Southern Pennsylvania,"Retail","5,750","Care Servicies","5,650","Transportation & Shipping","5,610","Retail","5,070","Manufacturing & Wholesale","4,980","Food & Beverage","4,410","Transportation & Shipping","4,310","Services","3,900","Retail","3,730","Business","3,610",
Northern Pennsylvania,"Retail","4,750","Transportation & Shipping","4,280","Care Servicies","3,720","Food & Beverage","3,460","Services","3,460","Retail","3,200","Business","3,110","Transportation & Shipping","2,780","Health & Medical","2,740","Retail","2,680",
Western Pennsylvania,"Care Servicies","5,540","Retail","3,830","Food & Beverage","3,460","Services","3,250","Business","3,030","Retail","2,910","Transportation & Shipping","2,660","Retail","2,560","Health & Medical","2,550","Services","2,490",
Eastern Oregon,"Retail","2,170","Food & Beverage","1,940","Retail","1,840","Retail","1,730","Business","1,640","Services","1,410","Correctional Officers and Jailers","1,280","Care Servicies","1,280","Transportation & Shipping","1,210","Transportation & Shipping","1,190",
Central Oregon,"Food & Beverage","2,210","Retail","1,930","Business","1,720","Retail","1,500","Retail","1,340","Services","1,280","Health & Medical","1,150","Education","1,080","Care Servicies","1,040","Manufacturing & Wholesale","910",
Coast Oregon,"Food & Beverage","3,940","Retail","3,740","Retail","3,500","Business","3,060","Retail","2,350","Services","2,240","Health & Medical","2,190","Services","2,180","Food & Beverage","2,050","Personal Care and Service Workers, All Other","1,930",
Southeast Oklahoma,"Retail","4,760","Retail","4,030","Food & Beverage","3,980","Retail","3,940","Business","3,520","Transportation & Shipping","3,470","Transportation & Shipping","3,190","Food & Beverage","2,830","Business","2,730","Health & Medical","2,620",
Southwest Oklahoma,"Retail","2,310","Business","1,610","Retail","1,360","Food & Beverage","1,340","Retail","1,330","Transportation & Shipping","1,320","Business","1,110","Food & Beverage","980","Services","950","Education","950",
Northwest Oklahoma,"Retail","3,130","Retail","2,400","Business","2,150","Food & Beverage","2,150","Transportation & Shipping","2,040","Business","1,820","Food & Beverage","1,710","Services","1,620","Retail","1,500","Services","1,480",
Northeast Oklahoma,"Retail","3,360","Retail","3,110","Food & Beverage","2,850","Retail","2,540","Business","2,360","Health & Medical","2,340","Transportation & Shipping","2,010","Care Servicies","1,990","Food & Beverage","1,870","Services","1,870",
Southern Ohio,"Retail","5,600","Food & Beverage","4,830","Health & Medical","4,210","Care Servicies","3,800","Transportation & Shipping","3,700","Retail","3,530","Retail","3,400","Business","2,970","Manufacturing & Wholesale","2,900","Transportation & Shipping","2,550",
Eastern Ohio,"Retail","4,210","Food & Beverage","3,730","Transportation & Shipping","3,300","Business","3,080","Health & Medical","2,980","Retail","2,900","Retail","2,830","Transportation & Shipping","2,730","Services","2,290","Manufacturing & Wholesale","2,090",
North Northeastern,"Retail","9,690","Manufacturing & Wholesale","9,440","Food & Beverage","8,300","Business","7,150","Transportation & Shipping","6,910","Retail","6,330","Transportation & Shipping","6,300","Education","5,940","Health & Medical","5,910","Retail","5,530",
West Northwestern,"Manufacturing & Wholesale","11,130","Transportation & Shipping","6,620","Retail","6,510","Retail","6,200","Transportation & Shipping","6,030","Food & Beverage","5,510","Retail","4,870","Business","4,600","Services","3,770","Manufacturing & Wholesale","3,690",
East North,"Retail","2,320","Transportation & Shipping","1,510","Business","1,500","Transportation & Shipping","1,490","Services","1,470","Manufacturing & Wholesale","1,410","Care Servicies","1,270","Services","1,250","Food & Beverage","1,210","Education","1,200",
West North,"Transportation & Shipping","4,200","Business","3,290","Retail","3,240","Food & Beverage","2,930","Services","2,830","Retail","2,610","Service Unit Operators, Oil and Gas","2,550","Operating Engineers and Other Construction Equipment Operators","2,250","First-Line Supervisors of Construction Trades and Extraction Workers","2,180","Roustabouts, Oil and Gas","2,130",
Mountain North,"Retail","5,150","Retail","3,900","Food & Beverage","3,360","Retail","2,570","Food & Beverage","2,510","Food & Beverage","2,410","Care Servicies","2,340","Business","2,220","Services","2,140","Health & Medical","2,100",
Piedmont North,"Retail","8,400","Retail","6,960","Transportation & Shipping","6,230","Retail","6,230","Food & Beverage","6,030","Health & Medical","5,630","Transportation & Shipping","4,860","Health & Medical","4,800","Manufacturing & Wholesale","4,190","Services","4,160",
Northeast Coastal,"Retail","4,080","Retail","2,770","Food & Beverage","2,300","Food & Beverage","2,000","Retail","1,930","Care Servicies","1,910","Health & Medical","1,670","Services","1,630","Services","1,590","Business","1,560",
Southeast Coastal,"Retail","9,000","Food & Beverage","7,040","Retail","5,590","Care Servicies","5,580","Slaughterers and Meat Packers","5,550","Retail","5,300","Transportation & Shipping","4,710","Transportation & Shipping","4,290","Manufacturing & Wholesale","4,190","Health & Medical","4,120",
Central East,"Care Servicies","6,590","Retail","4,400","Food & Beverage","4,220","Retail","4,050","Education","3,300","Business","3,300","Manufacturing & Wholesale","2,930","Retail","2,720","Health & Medical","2,700","Correctional Officers and Jailers","2,590",
Southwest New,"Retail","4,950","Food & Beverage","4,950","Retail","4,490","Care Servicies","4,150","Business","3,570","Services","3,360","Education","3,250","Business","2,900","Retail","2,850","Manufacturing & Wholesale","2,780",
Capital/Northern New,"Care Servicies","5,350","Retail","4,570","Retail","3,880","Food & Beverage","3,350","Correctional Officers and Jailers","3,280","Transportation & Shipping","3,250","Retail","3,040","Health & Medical","3,020","Business","2,680","Education","2,570",
Eastern New,"Care Servicies","6,620","Business","5,070","Food & Beverage","4,560","Retail","4,420","Retail","3,640","Transportation & Shipping","3,560","Retail","3,280","Services","3,240","Services","3,220","Construction Laborers","3,110",
Northern New,"Care Servicies","4,450","Business","2,750","Retail","2,030","Retail","1,640","Food & Beverage","1,600","Services","1,430","Retail","1,430","Services","1,400","Health & Medical","1,250","Manufacturing & Wholesale","1,150",
West Central-Southwest,"Health & Medical","2,970","Retail","2,880","Retail","2,240","Services","2,130","Business","2,030","Retail","1,990","Food & Beverage","1,860","Business","1,780","Services","1,710","Services","1,530",
Central New,"Business","2,590","Retail","2,420","Retail","2,380","Care Servicies","2,130","Health & Medical","2,060","Services","2,040","Food & Beverage","1,850","Retail","1,700","Business","1,480","Services","1,440",
Northern New,"Retail","1,360","Retail","1,200","Business","880","Retail","850","Food & Beverage","820","Services","750","Food & Beverage","720","Health & Medical","680","Education","570","Food & Beverage","560",
Nevada nonmetropolitan,"Retail","3,530","Business","2,700","Retail","2,000","Food & Beverage","1,980","Services","1,960","Services","1,820","Transportation & Shipping","1,810","Retail","1,780","Transportation & Shipping","1,740","Food & Beverage","1,650",
South Nebraska,"Retail","4,740","Food & Beverage","4,200","Transportation & Shipping","3,940","Services","3,170","Retail","3,090","Health & Medical","3,090","Business","3,070","Transportation & Shipping","3,060","Health & Medical","3,000","Business","2,840",
Northeast Nebraska,"Retail","2,990","Transportation & Shipping","2,610","Transportation & Shipping","2,300","Food & Beverage","2,050","Retail","2,040","Services","1,940","Business","1,930","Health & Medical","1,910","Health & Medical","1,900","Business","1,620",
Northwest Nebraska,"Retail","1,440","Food & Beverage","1,070","Health & Medical","1,010","Retail","990","Business","860","Health & Medical","860","Business","820","Education","750","Transportation & Shipping","750","Retail","650",
East-Central Montana,"Retail","2,130","Food & Beverage","1,590","Services","1,430","Services","1,420","Transportation & Shipping","1,410","Bookkeeping, Accounting, and Auditing Clerks","1,230","Health & Medical","1,200","Education","1,170","Retail","1,170","Education","1,100",
West Montana,"Food & Beverage","2,620","Retail","2,290","Retail","2,230","Services","2,010","Bookkeeping, Accounting, and Auditing Clerks","1,530","Health & Medical","1,480","Business","1,410","Care Servicies","1,370","Food & Beverage","1,360","Retail","1,340",
Southwest Montana,"Retail","4,470","Food & Beverage","4,090","Retail","3,400","Services","3,260","Business","2,910","Food & Beverage","2,690","Services","2,530","Health & Medical","2,430","Bookkeeping, Accounting, and Auditing Clerks","2,340","Retail","2,300",
Southwest Missouri,"Retail","2,570","Retail","2,380","Food & Beverage","2,060","Business","1,880","Services","1,600","Retail","1,560","Care Servicies","1,440","Food & Beverage","1,390","Manufacturing & Wholesale","1,370","Transportation & Shipping","1,330",
Southeast Missouri,"Retail","5,790","Retail","3,740","Transportation & Shipping","3,720","Services","3,680","Health & Medical","3,660","Business","3,450","Transportation & Shipping","3,330","Retail","3,120","Business","2,940","Education","2,860",
North Missouri,"Retail","4,190","Services","2,680","Education","2,580","Business","2,460","Care Servicies","2,370","Retail","2,360","Health & Medical","2,050","Retail","1,970","Transportation & Shipping","1,930","Business","1,790",
Central Missouri,"Retail","5,740","Care Servicies","4,560","Retail","3,950","Retail","3,750","Services","3,610","Business","3,530","Transportation & Shipping","3,270","Food & Beverage","3,120","Manufacturing & Wholesale","3,090","Health & Medical","2,830",
Southwest Mississippi,"Retail","2,700","Retail","2,070","Transportation & Shipping","1,700","Food & Beverage","1,620","Retail","1,590","Care Servicies","1,560","Health & Medical","1,540","Business","1,390","Services","1,050","Transportation & Shipping","1,040",
Southeast Mississippi,"Retail","5,020","Transportation & Shipping","4,120","Health & Medical","3,920","Retail","3,880","Food & Beverage","3,820","Transportation & Shipping","3,480","Business","3,090","Retail","2,870","Food & Beverages","2,840","Services","2,710",
